线路号: 1117
2002	2264
2003	1095
2004	1061
2005	1106
2006	1011
2007	1653
2009	1648
2010	1110
2011	1033
2012	938
2013	1053
2014	1258
2015	2082
2016	1082
2017	1004
2018	1079
2019	2269
2020	1098
2021	1094
2022	1083
2023	1585
2024	1348
2025	1574
2026	1590
2027	1583
2028	1638
2105	1034
2106	2194
2107	1913
2108	1915
