线路号: 1118
2029	539
2030	489
2031	1132
2032	2071
2033	522
2034	506
2035	446
2037	6
2038	584
2040	2070
2041	435
2042	489
2042	448
2043	8
2044	541
2045	491
2046	2438
2047	1680
2048	12
2049	1
2050	2223
2051	78
2053	2441
2054	565
2055	1510
2056	59
2057	449
2058	583
2059	1503
2060	2217
2061	515
2062	2224
2063	552
2064	537
2065	433
2066	2148
2067	2040
2109	1791
2110	2057
2111	570
9222	1791
11001200	2040
